,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
632,30190157,Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,egypt,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,cad; diabetes,dm2,,,stroke; cardiovascular_disorder,8/24/18,Pulse pressure and selection of the optimal coronary artery disease management strategy in patients with type 2 diabetes.,Essam M Mahfouz,30190157
633,30189619,Kornelia; Artur,interventional_study,,human,,open_label,comparison_other,,randomized,treatment; other,crossover,,,,adults,FALSE,spain,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,cad; diabetes; cardiovascular,obesity; dm2,,,,9/5/18,Moderate Beer Intake and Cardiovascular Health in Overweight Individuals.,Teresa Padro; NatÃ lia MuÃ±oz-GarcÃ_a; Gemma Vilahur; Patricia Chagas; Alba DeyÃ ; Rosa Maria Antonijoan; Lina Badimon,30189619
634,30189372,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,,,,,,cohort,prospective,adults,FALSE,republic of korea; south_korea,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,TRUE,,hepatology; diabetes; hcc,dm2; hepatitis b; t2dm; hepatocellular carcinoma,,,,9/4/18,Association of fasting serum glucose level and type 2 diabetes with hepatocellular carcinoma in men with chronic hepatitis B infection: A large cohort study.,Kyuwoong Kim; Seulggie Choi; Sang Min Park,30189372
635,30189344,Kornelia; Artur,review,,human,systematic_review,,,,,,,,,,adults,FALSE,france,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; osas; sleep medicine,obstructive sleep apnoea syndrome (osas); gdm; t1dm; cvd; htn; dm1; microvascular complications; dm2; t2dm,,,,9/3/18,Obstructive sleep apnoea syndrome in patients living with diabetes: Which patients should be screened?,A-L Borel; R Tamisier; P BÃ¶hme; P Priou; A Avignon; P-Y Benhamou; H Hanaire; J-L PÃ©pin; L Kessler; P Valensi; P Darmon; F Gagnadoux,30189344
636,30189343,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort; case_control,cross_sectional,adults,FALSE,china,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; ilc1s,dm2; t2dm,,,,9/3/18,Type 1 innate lymphoid cells are associated with type 2 diabetes.,F Liu; H Wang; W Feng; X Ye; X Sun; C Jiang; X Chu; P Zhang; C Jiang; Y Wang; D Zhu; Y Bi,30189343
637,30189255,Kornelia; Artur,observational_study,,human; silico,,,,,randomized,,,,cohort,prospective,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,left ventricular mass index (lvmi); primary biliary cirrhosis (pbc); lung cancer remission; dm2; hepatomegaly; t2dm,,,,9/3/18,Mixed Effect Machine Learning: a framework for predicting longitudinal change in hemoglobin A1c.,Che Ngufor; Holly Van Houten; Brian S Caffo; Nilay D Shah; Rozalina G McCoy,30189255
638,30189166,Artur,primary_article,,silico,,,,,,,,,,,adults,FALSE,portugal,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/31/18,Translation and Validation of the Patient Activation Measure in Portuguese People with Type 2 Diabetes Mellitus.,Liliana Laranjo; Vera Dias; Carla Nunes; Dagmara Paiva; Bill Mahoney,30189166
639,30188962,Kornelia; Artur,observational_study,,human; silico,,,,,,,,,case_control,cross_sectional,adults,FALSE,china,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,,,9/8/18,Association between RBMS1 gene rs7593730 and BCAR1 gene rs7202877 and Type 2 diabetes mellitus in the Chinese Han population.,Elena V Kazakova; Meijun Chen; Esma Jamaspishvili; Zhang Lin; Jingling Yu; Lulu Sun; Hong Qiao,30188962
640,30188871,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,metformin,,,8/22/18,Metformin Regulates the Expression of SK2 and SK3 in the Atria of Rats with Type 2 Diabetes Mellitus Through the NOX4/p38MAPK Signaling Pathway.,Changhe Liu; Na Hua; Xi Fu; Yilong Pan; Bin Li; Xiaodong Li,30188871
641,30188857,Artur,,,human,,,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Glycemic control among patients with physician-managed type 2 diabetes.,Maria L Geisinger; Amanda B Morris; Maninder Kaur; Sonya L Hardy; Ramzi V Abou Arraj; Nicolaas C Geurs; Michael S Reddy,30188857
642,30188180,Kornelia; Artur,interventional_study,,human,,,other; efficacy_assessment_demonstration,,randomized,treatment; other,parallel,,,,adults,FALSE,singapore,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,,,9/6/18,Development of a Collaborative Algorithm for the Management of Type 2 Diabetes during Ramadan: An Anchor on Empowerment.,Zheng Kang Lum; Wei Yann See Toh; Sze Mian Lim; Khairul Dzakirin Bin Rusli; Shaikh Abdul Kader Kamaldeen Abdul Shakoor; Keith Yu Kei Tsou; Daniel Ek Kwang Chew; Rinkoo Dalan; Sing Cheer Kwek; Noorani Othman; Joyce Xia Lian; Joyce Yu-Chia Lee,30188180
643,30187860,Artur,observational_study,,human,,,efficacy_assessment_demonstration,,,,,,cohort,retrospective,adults,FALSE,denmark,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Optimisation of quality indicators for lipid-lowering treatment of type 2 diabetes mellitus.,Michael Moesmann Madsen; Lone KÃ_rsvang; Anders WÃ_rgler Hansen; Morten Flink; Henning K Nielsen; Klavs WÃ_rgler Hansen,30187860
644,30187673,Kornelia; Artur,observational_study,,human; other,,,,,,other,parallel,,cohort; case_control,cross_sectional; prospective,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,TRUE,FALSE,,diabetes,gdm; dm2,,fatty acid transport protein (fatp); mmp; plasma membrane fatty acid binding protein (fabppm),,9/6/18,Down-regulation of peroxisome proliferator activated receptor gamma (PPARÎ_) in placenta correlates to hyperglycemia in offspring at young adulthood following exposure to gestational diabetes mellitus.,Qihong Zhao; Dong Yang; Lei Gao; Mingqiu Zhao; Xiujie He; Meng Zhu; Chaoqing Tian; Gang Liu; Li Li; Chuanlai Hu,30187673
645,30187666,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,disease_death_occurence; safety_tolerability,,,,,cohort,retrospective,adults,FALSE,taiwan,FALSE,outpatient_inpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,insulin,,hypoglycaemia,9/5/18,"Effects of intensifying triple oral antidiabetic drug therapy by initiating insulin versus enhancing oral antidiabetic drug therapy on clinical outcomes in patients with type 2 diabetes: a nationwide population-based, propensity score-matched cohort study.",Shihchen Kuo; Chun-Ting Yang; Jin-Shang Wu; Huang-Tz Ou,30187666
646,30187652,Artur,primary_article,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,glp-1,,,,GLP-1 suppresses glucagon secretion in human pancreatic alpha-cells by inhibition of P/Q-type Ca,Reshma Ramracheya; Caroline Chapman; Margarita Chibalina; Haiqiang Dou; Caroline Miranda; Alejandro GonzÃ¡lez; Yusuke Moritoh; Makoto Shigeto; Quan Zhang; Matthias Braun; Anne Clark; Paul R Johnson; Patrik Rorsman; Linford J B Briant,30187652
647,30187632,Kornelia; Artur,observational_study,,human,,open_label,efficacy_assessment_demonstration; time_of_event,efficacy_assessment_demonstration,randomized,treatment,parallel,,cohort,prospective,adults,FALSE,japan,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,empagliflozin,,nasopharyngitis; diarrhae; thirst; constipation; pruritus_genital; urinary_tract_infection; upper_respiratory_tract_infection; fatigue; hypogliceamia; hepatic_enzyme_increased; dizziness; genital_infection; ketoacidosis,9/5/18,Efficacy of Intermittent Empagliflozin Supplementation on Dietary Self-Management and Glycemic Control in Patients With Poorly Controlled Type 2 Diabetes: A 24-Week Randomized Controlled Trial.,Fukumi Yoshikawa; Naoki Kumashiro; Fumika Shigiyama; Hiroshi Uchino; Yasuyo Ando; Hiroshi Yoshino; Masahiko Miyagi; Kayoko Ikehara; Takahisa Hirose,30187632
648,30187424,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,multinational,TRUE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,"More than an Anti-diabetic Bariatric Surgery, Metabolic Surgery Alleviates Systemic and Local Inflammation in Obesity.",Chunlan Zhang; Jingjing Zhang; Zhenqi Liu; Zhiguang Zhou,30187424
649,30187176,Kornelia; Artur,review,,human,narrative_review; systematic_review,,,,randomized,,,,,,elderly,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,geriatric medicine; diabetes,dementia; cvd; cognitive imparment; dm; dm2; urinary incontinence,insulin; glp-1; dpp4i; sglt-2i; metformin; dpp-4 inhibitors; sglt-2 inhibitors; glp-1r agonists; sulfonylureas,,,9/5/18,"Diabetes Treatment in the Elderly: Incorporating Geriatrics, Technology, and Functional Medicine.",Willy Marcos Valencia; Diana Botros; Maria Vera-Nunez; Stuti Dang,30187176
650,30187136,Kornelia; Artur,interventional_study,,animal,,,,,,treatment,parallel,,,,,FALSE,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; cardiovascular,hypertrophic cardiomyopathy; dm2; t2dm,losartan; compound 21 (c21),,,9/5/18,Activation of angiotensin type 2 (AT2) receptors prevents myocardial hypertrophy in Zucker diabetic fatty rats.,Giovanna Castoldi; Cira R T di Gioia; Francesca Roma; Raffaella Carletti; Giuseppina Manzoni; Andrea Stella; Gianpaolo Zerbini; Gianluca Perseghin,30187136
651,30187017,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/9/18,Insulin Resistance Probability Scores for Apparently Healthy Individuals.,Fahim Abbasi; Dov Shiffman; Carmen H Tong; James J Devlin; Michael J McPhaul,30187017
652,30186892,Artur,review,,human,meta_analysis,,efficacy_assessment_demonstration,,randomized,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cad; diabetes,dm2,,,cardiovascular_disorder,6/30/18,An up-dated meta-analysis of major adverse cardiac events on triple versus dual antiplatelet therapy after percutaneous coronary intervention in patients with type 2 diabetes mellitus.,Mao Liu; Wenjing Lu; Ling Chen; Yanmei Wang; Zhuoling Zhao; Mei Zhang; Weiwei Du; Zhan Lv,30186892
653,30186882,Artur,observational_study,,human,,,efficacy_assessment_demonstration,,,,,,cohort,cross_sectional,adults,FALSE,egypt; saudi arabia,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,simvastatin,,,8/15/18,"Effects of Systemic Simvastatin on the Concentrations of Visfatin, Tumor Necrosis Factor-",Maha A Bahammam; Mai S Attia,30186882
654,30186877,Artur,interventional_study,,animal,,,,,randomized,health_services_research,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/14/18,TERT and Akt Are Involved in the Par-4-Dependent Apoptosis of Islet,Chen Liu; Wu QiNan; Lei XiaoTian; Yang MengLiu; Gan XiaGuang; Leng WeiLing; Liang ZiWen; Zhang Ling; Yang GangYi; Chen Bing,30186877
655,30186875,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; nafld,dm1,,,,8/16/18,Enhancement of Adiponectin Ameliorates Nonalcoholic Fatty Liver Disease via Inhibition of FoxO1 in Type I Diabetic Rats.,Xiang Xie; Dan Yan; Haobo Li; Qiqi Zhu; Jun Li; Yong-Ping Fang; Chi Wai Cheung; Michael G Irwin; Zhengyuan Xia; Qingquan Lian,30186875
656,30186783,Artur,observational_study,,human,,,,,randomized,,parallel,,cohort,cross_sectional,adults,FALSE,algeria,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,"Biochemical Profile of an Adult Diabetic Population from Algeria in Relation with Anthropometric Parameters, Age and Gender.",Nour El Houda Ferdi; Khalida Abla; Haroun Chenchouni,30186783
657,30186675,Artur,primary_article,,human,,,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,ms; diabetes,dm2,,,,8/31/18,"Metabolomic analysis of obesity, metabolic syndrome, and type 2 diabetes: amino acid and acylcarnitine levels change along a spectrum of metabolic wellness.",Diane M Libert; Amy S Nowacki; Marvin R Natowicz,30186675
658,30186630,Artur,interventional_study,,animal,,,,,randomized,,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/1/18,The Hepatoprotective Effect of Jaboticaba Peel Powder in a Rat Model of Type 2 Diabetes Mellitus Involves the Modulation of Thiol/Disulfide Redox State through the Upregulation of Glutathione Synthesis.,AndrÃ©ia Quatrin; Lisiane Conte; Dariane Trivisiol da Silva; Cassieli Gehlen Figueiredo; Sabrina Somacal; Miguel Roehrs; Cibele Ferreira Teixeira; Fernanda Barbisan; Paula Rossini Augusti; MÃ¡rio Roberto MarÃ_stica JÃºnior; Ivana Beatrice MÃ¢nica da Cruz; Tatiana Emanuelli,30186630
659,30186490,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,7/18/18,,Ye Bai; Kun Li; Jiayao Shao; Qiuxiang Luo; Li Hua Jin,30186490
660,30186489,Artur,interventional_study,,animal,,,,,randomized,,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,saxagliptin,,,7/18/18,Effect of saxagliptin on the expression of HIF-1Î± in the liver of diabetic rats with fatty liver.,Qian Zhao; Qian Xiao; Xiangying Meng; Jianyang Chen; Weiwei Ye; Yong Zhou,30186489
661,30186372,Kornelia; Artur,interventional_study,,human,,open_label,efficacy_assessment_demonstration,,randomized,supportive_care; prevention,parallel,,,,adults,FALSE,iran,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,,,,9/3/18,Effectiveness of educational intervention based on psychological factors on achieving health outcomes in patients with type 2 diabetes.,Arash Salahshouri; Fereshteh Zamani Alavijeh; Behzad Mahaki; Firoozeh Mostafavi,30186372
662,30186371,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,republic of korea,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,ms; diabetes,dm2,,,,8/31/18,"Associations among inflammation, mental health, and quality of life in adults with metabolic syndrome.",Ji-Ryang Kim; Ha-Na Kim; Sang-Wook Song,30186371
663,30186229,Artur,review,,human,meta_analysis,,,,,,,,,,adults,FALSE,canada,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,TRUE,,diabetes,dm2,metformin,,,8/21/18,Metabolic Profiles Associated With Metformin Efficacy in Cancer.,Sylvia Andrzejewski; Peter M Siegel; Julie St-Pierre,30186229
664,30186003,Artur,,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt2,,,8/28/18,Should All Patients with Type 2 Diabetes Mellitus and Cardiovascular Disease Receive an SGLT2 Inhibitor?,,30186003
665,30185940,Kornelia; Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults; elderly,FALSE,sweden,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,9/5/18,Identification of metabolic profiles associated with human exposure to perfluoroalkyl substances.,Samira Salihovic; Tove Fall; Andrea Ganna; Corey D Broeckling; Jessica E Prenni; Tuulia HyÃ¶tylÃ_inen; Anna KÃ_rrman; P Monica Lind; Erik Ingelsson; Lars Lind,30185940
666,30185921,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort; case_control,prospective,children,FALSE,spain,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,9/5/18,"Brown adipose tissue in prepubertal children: associations with sex, birthweight, and metabolic profile.",Rita Malpique; JosÃ© Miguel Gallego-Escuredo; Giorgia Sebastiani; Joan Villarroya; Abel LÃ_pez-Bermejo; Francis de Zegher; Francesc Villarroya; Lourdes IbÃ¡Ã±ez,30185921
667,30185902,Kornelia; Artur,observational_study,,human; silico,,,,,nonrandomized,,,,cohort,cross_sectional,adults,FALSE,taiwan,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,obesity; dm2; t2dm,,,,9/5/18,Body mass index modulates the association between CDKAL1 rs10946398 variant and type 2 diabetes among Taiwanese women.,Oswald Ndi Nfor; Ming-Fang Wu; Chun-Te Lee; Lee Wang; Wen-Hsiu Liu; Disline Manli Tantoh; Shu-Yi Hsu; Kuan-Jung Lee; Chien-Chang Ho; Tonmoy Debnath; Chia-Chi Lung; Yung-Po Liaw,30185902
668,30185890,Kornelia; Artur,observational_study,,human,,,other; comparison_other,,,,,,cohort,cross_sectional; retrospective,adults,FALSE,republic of korea; south_korea,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; cardiovascular,htn; dm2; t2dm,,,,9/5/18,A comparison of trunk circumference and width indices for hypertension and type 2 diabetes in a large-scale screening: a retrospective cross-sectional study.,Bum Ju Lee; Boncho Ku,30185890
669,30185842,Kornelia; Artur,review; comment,,human,narrative_review,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,,,9/5/18,Prevention of type 2 diabetes-success story that is waiting for next steps.,Matti Uusitupa; Jaana LindstrÃ¶m; Jaakko Tuomilehto,30185842
670,30185840,Kornelia; Artur,review; comment,,human,narrative_review,,,,,,,,,,children,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,obesity; nafld; dm2; t2dm,,,,9/5/18,Body composition and insulin resistance in children.,Claudio Maffeis; Anita Morandi,30185840
671,30185729,Artur,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,glp-1; firuglipel,,,,"[The role of pharmacology to produce firuglipel (DS-8500a), an orally available GPR119 agonist for type 2 diabetes mellitus].",Koji Matsumoto; Tomomi Yoshitomi; Takashi Shimada,30185729
672,30185551,Kornelia; Artur,primary_article,,other; silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,diabetes,melanoma; dm2; t2dm,pparÎ_ specific antagonist t0070907; recombinant human il-1r antagonist (anakinra); belimumab; tocilizumab; denosumab; pparÎ_ agonist; rosiglitazone,,,9/5/18,Induction of paracrine signaling in metastatic melanoma cells by PPARÎ_ agonist rosiglitazone activates stromal cells and enhances tumor growth.,Christine Pich; Patrick Meylan; Beatris Mastelic-Gavillet; Nhan Thanh Nguyen; Romain Loyon; Bao Khanh Trang; HÃ©lÃ¨ne Moser; Catherine Moret; Christine Goepfert; JÃ_rg Hafner; Mitchell P Levesque; Pedro Romero; Camilla Jandus; Liliane Michalik,30185551
673,30185425,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,disease_death_occurence,,,,,cohort,retrospective,elderly,FALSE,spain,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; cardiovascular,atherosclerotic cardiovascular disease; dm2; t2dm,statins,,stroke; liver_function_test_abnormal,9/5/18,Statins for primary prevention of cardiovascular events and mortality in old and very old adults with and without type 2 diabetes: retrospective cohort study.,Rafel Ramos; Marc Comas-CufÃ_; Ruth MartÃ_-Lluch; Elisabeth BallÃ_; Anna Ponjoan; Lia Alves-Cabratosa; Jordi Blanch; Jaume Marrugat; Roberto Elosua; MarÃ_a Grau; Marc Elosua-Bayes; Luis GarcÃ_a-Ortiz; Maria Garcia-Gil,30185425
674,30185356,Artur,interventional_study,superiority,human,,,efficacy_assessment_demonstration,,,treatment,parallel,,,,adults,FALSE,israel,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,betamethasone; diprospan,,,2/13/18,The impact of intra-articular injection of diprospan at the knee joint on blood glucose levels in diabetic patients.,George Habib; Fadi Khazin; Fahed Sakas; Geries Hakim; Suheil Artul,30185356
675,30185098,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort; case_control,cross_sectional; retrospective,adults,FALSE,india,FALSE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,,hepatology; diabetes; fatty liver; cvd,fatty liver disease; nafld; dm2,,,,9/5/18,Clinical relevance of reporting fatty liver on ultrasound in asymptomatic patients during routine health checkups.,Ajit Ramakant Mahale; Sonali Dattatray Prabhu; Muthiah Nachiappan; Merwyn Fernandes; Sonali Ullal,30185098
676,30185055,Artur,primary_article,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,dm2,,,,9/23/18,"Determination of total, free and esterified short-chain fatty acid in human serum by liquid chromatography-mass spectrometry.",Zhen Chen; Yue Wu; Rojeet Shrestha; Zijun Gao; Yaoyao Zhao; Yusuke Miura; Akiko Tamakoshi; Hitoshi Chiba; Shu-Ping Hui,30185055
677,30184546,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort; case_control,cross_sectional,adults,FALSE,turkey,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1; dm2; t2dm; t1dm,,spexin,,9/5/18,Decreased Spexin Levels in Patients with Type 1 and Type 2 Diabetes.,Anara Karaca; Filiz Bakar-Ates; NeÅŸe ErsÃ¶z Gulcelik,30184546
678,30184318,Kornelia; Artur,primary_article,,in_vitro; silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,9/5/18,"Migratory, Metabolic and Functional Alterations of Fibrocytes in Type 2 Diabetes.",Audrey Walker; Erwin Nissen; Adolf Geiger,30184318
679,30184232,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,multi-ethnic,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; atherosclerosis,dm2,,,,9/3/18,Associations between polysomnography and actigraphy-based sleep indices and glycemic control among those with and without type 2 diabetes: The Multi-Ethnic Study of Atherosclerosis.,Kara M Whitaker; Pamela L Lutsey; Rachel P Ogilvie; James S Pankow; Alain Bertoni; Erin D Michos; Naresh Punjabi; Susan Redline,30184232
680,30184091,Kornelia; Artur,review,,human,narrative_review,,,,,,,,,,,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; cad; cardiovascular,cvd; cad; dm2; t2dm,,,,9/4/18,"Ï‰-6 Polyunsaturated Fatty Acids and Cardiometabolic Health: Current Evidence, Controversies, and Research Gaps.",Kevin C Maki; Fulya Eren; Martha E Cassens; Mary R Dicklin; Michael H Davidson,30184091
681,30183496,Kornelia; Artur,observational_study,,human,,,other,,,,parallel,,case_control,cross_sectional,adults,FALSE,turkey,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; pulmonary functional impairment,dm2; t2dm,,,,9/5/18,The effects of type 2 diabetes mellitus and its complications on physical and pulmonary functions: A case-control study.,Ismail Okur; Betul Taspinar; Orcin Telli Atalay; Turkan Pasali Kilit; Umran Toru Erbay; Eda Ozge Okur,30183496
682,30183208,Artur,interventional_study,,human,,,,,randomized,treatment,parallel,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,calcium dobesilate; alprostadil,,,,Effects of alprostadil combined with calcium dobesilate in patients with diabetic peripheral neuropathy.,Kun Han; Chunni Liu; Xiujuan Shi; Xiaopang Rao,30183208
683,30183140,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort,cross_sectional,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; insomnia; sleep medicine,dm2; insomnia; t2dm,,,,9/5/18,Association between insomnia and personality traits among Japanese patients with type 2 diabetes mellitus.,Hideyuki Otaka; Hiroshi Murakami; Hirofumi Nakayama; Masaya Murabayashi; Satoru Mizushiri; Koki Matsumura; Jutaro Tanabe; Yuki Matsuhashi; Miyuki Yanagimachi; Kazutaka Yoshida; Norio Sugawara; Norio Yasui-Furukori; Makoto Daimon,30183140
684,30183050,Kornelia; Artur,review,,in_vitro,narrative_review,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; cachexia; muscular dystrophy; sarcopenia,dm2,,,,9/5/18,Development and application of human skeletal muscle microphysiological systems.,George A Truskey,30183050
685,30183039,Artur,interventional_study,,animal,,,,,,,,phase_2,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,(-)-Epigallocatechin-3-gallate (EGCG) inhibits starch digestion and improves glucose homeostasis through direct or indirect activation of PXR/CAR-mediated phase II metabolism in diabetic mice.,Xiaopeng Li; Shuyi Li; Mo Chen; Jingyi Wang; Bijun Xie; Zhida Sun,30183039
686,30182881,Artur,observational_study,,human,,,,,nonrandomized,,single_group,,cohort,prospective,adults,FALSE,south africa,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,insulin,,,7/25/18,Titrating insulin in patients with type 2 diabetes using a structured self-monitoring blood glucose regimen.,K L Kalweit; D G Van Zyl; P Rheeder,30182881
687,30182843,Artur,review,,human,,,,,,,,,,,,FALSE,korea,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/31/18,"Fructose-1,6-bisphosphatase Inhibitors: A review of Recent (2000-2017) Advances and Structure-Activity Relationship Studies.",Sarbjit Singh; Dipesh S Harmalkar; Yongseok Choi; Kyeong Lee,30182843
688,30182781,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort,cross_sectional,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,gdm; t2dm,,,,9/5/18,Postpartum assessment of the beta cell function and insulin resistance for Chinese women with previous gestational diabetes mellitus.,Yuhang Ma; Nian Wang; Liping Gu; Xiaohui Wei; Qian Ren; Qianfang Huang; Aifang Zhang; Jiarong Zhang; Yongde Peng; Yufan Wang,30182781
689,30182542,Artur,observational_study,,human,,,comparison_other,,,,,,case_control,retrospective,adults,FALSE,mexico,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; cts,dm2,,,,,[Strength and function of hand before and after release of carpal tunnel in patients with type 2 diabetes mellitus by open and endoscopic approach. Case-control study].,M L VelÃ¡zquez-Rueda; E HernÃ¡ndez-MÃ©ndez-Villamil; M Mendoza-MuÃ±oz; J A Rivas-Montero; A Espinosa-GutiÃ©rrez,30182542
